Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mutated peptide count	Mutation names	Mutated peptide count B1	Mutation names B1	Mutated peptide count B2	Mutation names B2	Mutated peptide count B3	Mutation names B3	Mutated peptide count H1	Mutation names H1	Mutated peptide count H2	Mutation names H2	Mutated peptide count H3	Mutation names H3	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides B1	Peptides B2	Peptides B3	Peptides H1	Peptides H2	Peptides H3	Razor + unique peptides B1	Razor + unique peptides B2	Razor + unique peptides B3	Razor + unique peptides H1	Razor + unique peptides H2	Razor + unique peptides H3	Unique peptides B1	Unique peptides B2	Unique peptides B3	Unique peptides H1	Unique peptides H2	Unique peptides H3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage B1 [%]	Sequence coverage B2 [%]	Sequence coverage B3 [%]	Sequence coverage H1 [%]	Sequence coverage H2 [%]	Sequence coverage H3 [%]	Intensity	Intensity B1	Intensity B2	Intensity B3	Intensity H1	Intensity H2	Intensity H3	LFQ intensity B1	LFQ intensity B2	LFQ intensity B3	LFQ intensity H1	LFQ intensity H2	LFQ intensity H3	MS/MS count B1	MS/MS count B2	MS/MS count B3	MS/MS count H1	MS/MS count H2	MS/MS count H3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q7L1Q6|BZW1_HUMAN	sp|Q7L1Q6|BZW1_HUMAN	2	1	1	0		0		0		0		0		0		0		sp|Q7L1Q6|BZW1_HUMAN Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1	1	2	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	4.1	2.4	2.4	48.043	419	419	0.0017301	5.9318	0	0	0	0	0	4.1	84228	0	0	0	0	0	84228	0	0	0	0	0	13446	0	0	0	0	0	1	1				554	248;783	True;False	253;797	402;1218	420;1266	420;1266		
sp|Q7RTV0|PHF5A_HUMAN	sp|Q7RTV0|PHF5A_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q7RTV0|PHF5A_HUMAN PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	7.3	7.3	7.3	12.405	110	110	0.0016835	5.8929	0	0	0	0	0	7.3	81337	0	0	0	0	0	81337	0	0	0	0	0	12984	0	0	0	0	0	1	1				555	779	True	793	1214	1262	1262		
sp|Q7Z406|MYH14_HUMAN	sp|Q7Z406|MYH14_HUMAN	3	1	1	0		0		0		0		0		0		0		sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2	1	3	1	1	0	0	0	2	3	2	0	0	0	1	1	1	0	0	0	1	1	1	1.6	0.6	0.6	227.87	1995	1995	0	16.984	0	0	0	1.1	1.6	1.1	2209300	0	0	0	1031900	739060	438340	0	0	0	0	0	69974	0	0	0	1	1	1	3				556	197;401;794	False;True;False	200;408;808	327;328;329;626;627;628;1235	340;341;342;648;649;650;1284	340;648;1284		
sp|Q7Z6K1|THAP5_HUMAN	sp|Q7Z6K1|THAP5_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q7Z6K1|THAP5_HUMAN THAP domain-containing protein 5 OS=Homo sapiens OX=9606 GN=THAP5 PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1.8	1.8	1.8	45.416	395	395	0	6.4834	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				557	767	True	781	1196	1243	1243		
sp|Q86TU6|CN070_HUMAN	sp|Q86TU6|CN070_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q86TU6|CN070_HUMAN Putative uncharacterized protein encoded by LINC00523 OS=Homo sapiens OX=9606 GN=LINC00523 PE=5 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	11.4	11.4	11.4	12.089	105	105	0.0017575	5.9566	0	0	0	0	11.4	0	313880	0	0	0	0	313880	0	0	0	0	0	27230	0	0	0	0	0	1	0	1				558	1096	True	1118	1708	1774	1774	118;119	1;10
sp|Q86U44|MTA70_HUMAN	sp|Q86U44|MTA70_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q86U44|MTA70_HUMAN N6-adenosine-methyltransferase catalytic subunit OS=Homo sapiens OX=9606 GN=METTL3 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1.9	1.9	1.9	64.473	580	580	0.004902	5.8607	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				559	1371	True	1396	2103	2182	2182		
sp|Q86UP2|KTN1_HUMAN	sp|Q86UP2|KTN1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.9	0.9	0.9	156.27	1357	1357	0	7.6965	0	0	0	0.9	0.9	0	177290	0	0	0	80946	96348	0	0	0	0	0	8358.6	0	0	0	0	1	1	0	2				560	69	True	71	117;118	119;120	120		
sp|Q86V81|THOC4_HUMAN	sp|Q86V81|THOC4_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4.3	4.3	4.3	26.888	257	257	0	7.2777	0	0	0	4.3	0	0	470890	0	0	0	470890	0	0	0	0	0	78296	0	0	0	0	0	1	0	0	1				561	1408	True	1433	2158	2238	2238		
sp|Q8IVF2|AHNK2_HUMAN	sp|Q8IVF2|AHNK2_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2	1	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	5.2	5.2	5.2	616.62	5795	5795	0	11.663	0	0	0	0	2.8	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2				562	877;1111	True;True	894;1133	1366;1728	1420;1794	1420;1794		
sp|Q8IW92|GLBL2_HUMAN	sp|Q8IW92|GLBL2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8IW92|GLBL2_HUMAN Beta-galactosidase-1-like protein 2 OS=Homo sapiens OX=9606 GN=GLB1L2 PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1.1	1.1	1.1	72.078	636	636	0.0093023	5.7891	0	0	0	0	0	1.1	63094	0	0	0	0	0	63094	0	0	0	0	0	10072	0	0	0	0	0	1	1				563	1582	True	1610	2431	2520	2520		
sp|Q8IZ52|CHSS2_HUMAN	sp|Q8IZ52|CHSS2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8IZ52|CHSS2_HUMAN Chondroitin sulfate synthase 2 OS=Homo sapiens OX=9606 GN=CHPF PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.9	0.9	0.9	85.466	775	775	0.004886	5.859	0	0	0	0.9	0	0	183270	0	0	0	183270	0	0	0	0	0	30473	0	0	0	0	0	1	0	0	1				564	966	True	985	1515	1577	1577		
sp|Q8N8S7|ENAH_HUMAN	sp|Q8N8S7|ENAH_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q8N8S7|ENAH_HUMAN Protein enabled homolog OS=Homo sapiens OX=9606 GN=ENAH PE=1 SV=2	1	2	2	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	3.7	3.7	3.7	66.509	591	591	0	11.901	0	0	0	3.7	0	0	82707	0	0	0	82707	0	0	0	0	0	13752	0	0	0	0	0	2	0	0	2				565	411;1837	True;True	418;1870	641;2825	663;2927	663;2927		
sp|Q8NBS9|TXND5_HUMAN	sp|Q8NBS9|TXND5_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2	1	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	3.9	3.9	3.9	47.628	432	432	0	11.16	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2				566	637;1316	True;True	648;1339	974;2026	1005;2100	1005;2100		
sp|Q8NC51|PAIRB_HUMAN	sp|Q8NC51|PAIRB_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q8NC51|PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2	1	2	2	2	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	6.6	6.6	6.6	44.965	408	408	0	11.737	0	0	0	3.9	6.6	0	329970	0	0	0	151890	178080	0	0	0	0	0	15449	0	0	0	0	1	2	0	3				567	1343;1375	True;True	1367;1400	2059;2108;2109	2134;2187;2188	2134;2188	120	340
sp|Q8NFH3|NUP43_HUMAN	sp|Q8NFH3|NUP43_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8NFH3|NUP43_HUMAN Nucleoporin Nup43 OS=Homo sapiens OX=9606 GN=NUP43 PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4.5	4.5	4.5	42.15	380	380	0	8.7107	0	0	0	0	4.5	0	137890	0	0	0	0	137890	0	0	0	0	0	11962	0	0	0	0	0	1	0	1				568	1530	True	1557	2348	2430	2430		
sp|Q8TBP6|S2540_HUMAN	sp|Q8TBP6|S2540_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8TBP6|S2540_HUMAN Solute carrier family 25 member 40 OS=Homo sapiens OX=9606 GN=SLC25A40 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3.6	3.6	3.6	38.124	338	338	0.0093458	5.7905	0	0	0	3.6	0	0	13053	0	0	0	13053	0	0	0	0	0	2170.4	0	0	0	0	0	1	0	0	1				569	1084	True	1105	1692	1758	1758	121	1
sp|Q8TD57|DYH3_HUMAN	sp|Q8TD57|DYH3_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8TD57|DYH3_HUMAN Dynein axonemal heavy chain 3 OS=Homo sapiens OX=9606 GN=DNAH3 PE=2 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.4	0.4	0.4	470.77	4116	4116	1	-2	0	0	0	0	0.4	0	98492	0	0	0	0	98492	0	0	0	0	0	8544.6	0	0	0	0	0	0	0	0	+			570	987	True	1007	1544	1608	1608	122	2946
sp|Q8TE77|SSH3_HUMAN	sp|Q8TE77|SSH3_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8TE77|SSH3_HUMAN Protein phosphatase Slingshot homolog 3 OS=Homo sapiens OX=9606 GN=SSH3 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1.8	1.8	1.8	72.995	659	659	0	6.075	0	0	0	0	1.8	0	4527.9	0	0	0	0	4527.9	0	0	0	0	0	392.82	0	0	0	0	0	0	0	0				571	1771	True	1801	2718	2819	2819		
sp|Q8TF05|PP4R1_HUMAN	sp|Q8TF05|PP4R1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8TF05|PP4R1_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP4R1 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.7	0.7	0.7	107	950	950	1	-2	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	+			572	1077	True	1097	1684	1750	1750	123;124	200;203
sp|Q8WUM4|PDC6I_HUMAN	sp|Q8WUM4|PDC6I_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1	1	2	2	2	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	1.8	1.8	1.8	96.022	868	868	0	11.659	0	0	0	1.8	0.9	0	202060	0	0	0	105460	96592	0	0	0	0	17536	0	0	0	0	0	2	1	0	3				573	1781;1789	True;True	1812;1820	2736;2737;2748	2837;2838;2849	2837;2849		
sp|Q8WWM7|ATX2L_HUMAN	sp|Q8WWM7|ATX2L_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8WWM7|ATX2L_HUMAN Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.8	0.8	0.8	113.37	1075	1075	0.008	5.8265	0	0	0	0.8	0	0	52615	0	0	0	52615	0	0	0	0	0	8748.5	0	0	0	0	0	1	0	0	1				574	751	True	765	1166	1211	1211		
sp|Q8WWZ3|EDAD_HUMAN	sp|Q8WWZ3|EDAD_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8WWZ3|EDAD_HUMAN Ectodysplasin-A receptor-associated adapter protein OS=Homo sapiens OX=9606 GN=EDARADD PE=1 SV=3	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3.3	3.3	3.3	24.802	215	215	1	-2	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	+			575	1098	True	1120	1710	1776	1776	125	1
sp|Q8WWZ4|ABCAA_HUMAN	sp|Q8WWZ4|ABCAA_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8WWZ4|ABCAA_HUMAN ATP-binding cassette sub-family A member 10 OS=Homo sapiens OX=9606 GN=ABCA10 PE=2 SV=3	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1.1	1.1	1.1	175.79	1543	1543	1	-2	0	0	0	0	0	1.1	14656	0	0	0	0	0	14656	0	0	0	0	0	2339.6	0	0	0	0	0	0	0	+			576	1328	True	1352	2042	2117	2117	126	513
sp|Q8WX93|PALLD_HUMAN;sp|Q86TC9|MYPN_HUMAN	sp|Q8WX93|PALLD_HUMAN;sp|Q86TC9|MYPN_HUMAN	2;1	2;1	2;1	0		0		0		0		0		0		0		sp|Q8WX93|PALLD_HUMAN Palladin OS=Homo sapiens OX=9606 GN=PALLD PE=1 SV=3;sp|Q86TC9|MYPN_HUMAN Myopalladin OS=Homo sapiens OX=9606 GN=MYPN PE=1 SV=2	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1.7	1.7	1.7	150.56	1383	1383;1320	0	11.502	0	0	0	0.9	0.8	0	151370	0	0	0	151370	0	0	0	0	0	25169	0	0	0	0	0	1	1	0	2				577	799;1128	True;True	813;1150	1240;1749	1289;1816	1289;1816		
sp|Q92499|DDX1_HUMAN	sp|Q92499|DDX1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q92499|DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens OX=9606 GN=DDX1 PE=1 SV=2	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1.4	1.4	1.4	82.431	740	740	0	6.1868	0	0	0	1.4	1.4	0	254400	0	0	0	72684	181720	0	0	0	0	0	15765	0	0	0	0	1	1	0	2				578	472	True	479	731;732	757;758	757		
sp|Q92598|HS105_HUMAN	sp|Q92598|HS105_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1	1	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	2.9	2.9	2.9	96.864	858	858	0	11.898	0	0	0	1.5	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2				579	465;1701	True;True	472;1731	722;2606	748;2702	748;2702		
sp|Q92616|GCN1_HUMAN	sp|Q92616|GCN1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.4	0.4	0.4	292.75	2671	2671	0.0080128	5.8301	0	0	0	0.4	0.4	0.4	4990400	0	0	0	676050	1964900	2349400	0	0	0	0	0	375040	0	0	0	1	1	1	3				580	837	True	851	1297;1298;1299	1347;1348;1349	1347		
sp|Q92734|TFG_HUMAN	sp|Q92734|TFG_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2.5	2.5	2.5	43.447	400	400	0	9.6027	0	0	0	2.5	0	0	136630	0	0	0	136630	0	0	0	0	0	22718	0	0	0	0	0	1	0	0	1				581	962	True	981	1511	1573	1573		
sp|Q92828|COR2A_HUMAN	sp|Q92828|COR2A_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q92828|COR2A_HUMAN Coronin-2A OS=Homo sapiens OX=9606 GN=CORO2A PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	3	3	59.763	525	525	0	6.7548	0	0	0	3	0	0	709400	0	0	0	709400	0	0	0	0	0	117950	0	0	0	0	0	1	0	0	1				582	1258	True	1280	1941	2011	2011	127	520
sp|Q92841|DDX17_HUMAN	sp|Q92841|DDX17_HUMAN	2	2	1	0		0		0		0		0		0		0		sp|Q92841|DDX17_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2	1	2	2	1	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	0	1	0	2.9	2.9	1.2	80.272	729	729	0	13.007	0	0	0	1.6	2.9	0	1146900	0	0	0	0	1146900	0	0	0	0	0	99498	0	0	0	0	1	2	0	3				583	117;917	True;True	120;936	192;193;1440	194;195;1500	195;1500		
sp|Q92945|FUBP2_HUMAN	sp|Q92945|FUBP2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q92945|FUBP2_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1.5	1.5	1.5	73.114	711	711	0	6.0592	0	0	0	0	1.5	0	141850	0	0	0	0	141850	0	0	0	0	0	12306	0	0	0	0	0	1	0	1				584	678	True	689	1032	1063	1063		
sp|Q92973|TNPO1_HUMAN	sp|Q92973|TNPO1_HUMAN	3	3	3	0		0		0		0		0		0		0		sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2	1	3	3	3	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	3.5	3.5	3.5	102.35	898	898	0	29.693	0	0	0	1.1	2.3	0	230230	0	0	0	111990	118230	0	0	0	0	0	10257	0	0	0	0	1	2	0	3				585	1180;1545;1842	True;True;True	1202;1572;1875	1829;2374;2833	1898;2458;2935	1898;2458;2935		
sp|Q93045|STMN2_HUMAN	sp|Q93045|STMN2_HUMAN	2	2	1	0		0		0		0		0		0		0		sp|Q93045|STMN2_HUMAN Stathmin-2 OS=Homo sapiens OX=9606 GN=STMN2 PE=1 SV=3	1	2	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	1	1	10.6	10.6	5.6	20.828	179	179	0	11.403	0	0	0	0	10.6	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3				586	86;266	True;True	88;271	146;147;424	148;149;442	148;442		
sp|Q969G5|CAVN3_HUMAN	sp|Q969G5|CAVN3_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q969G5|CAVN3_HUMAN Caveolae-associated protein 3 OS=Homo sapiens OX=9606 GN=CAVIN3 PE=1 SV=3	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4.2	4.2	4.2	27.701	261	261	0	6.1255	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				587	871	True	887	1356	1410	1410		
sp|Q969U7|PSMG2_HUMAN	sp|Q969U7|PSMG2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q969U7|PSMG2_HUMAN Proteasome assembly chaperone 2 OS=Homo sapiens OX=9606 GN=PSMG2 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4.5	4.5	4.5	29.396	264	264	0	6.7678	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				588	1685	True	1713	2575	2669	2669		
sp|Q96AC1|FERM2_HUMAN	sp|Q96AC1|FERM2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q96AC1|FERM2_HUMAN Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2.5	2.5	2.5	77.86	680	680	0	9.7346	0	0	0	2.5	0	0	94532	0	0	0	94532	0	0	0	0	0	15718	0	0	0	0	0	1	0	0	1				589	705	True	718	1087	1129	1129		
sp|Q96AE4|FUBP1_HUMAN	sp|Q96AE4|FUBP1_HUMAN	3	3	2	0		0		0		0		0		0		0		sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3	1	3	3	2	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	1	1	0	5.9	5.9	4.5	67.56	644	644	0	21.808	0	0	0	2.8	4.5	0	1382600	0	0	0	381490	1001100	0	0	0	0	0	86852	0	0	0	0	2	2	0	4				590	444;677;1333	True;True;True	451;688;1357	685;686;1031;2048	707;708;1062;2123	707;1062;2123		
sp|Q96AG4|LRC59_HUMAN	sp|Q96AG4|LRC59_HUMAN	3	3	3	0		0		0		0		0		0		0		sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1	1	3	3	3	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	10.7	10.7	10.7	34.93	307	307	0	24.369	0	0	0	0	4.2	6.5	211380	0	0	0	0	0	211380	0	0	0	0	0	33743	0	0	0	0	1	2	3				591	275;995;1055	True;True;True	281;1015;1075	441;1552;1656	459;1616;1721	459;1616;1721		
sp|Q96EE3|SEH1_HUMAN	sp|Q96EE3|SEH1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q96EE3|SEH1_HUMAN Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3.6	3.6	3.6	39.648	360	360	0	21.768	0	0	0	0	3.6	0	180290	0	0	0	0	180290	0	0	0	0	0	15641	0	0	0	0	0	1	0	1				592	263	True	268	420	438	438		
sp|Q96EP1|CHFR_HUMAN	sp|Q96EP1|CHFR_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q96EP1|CHFR_HUMAN E3 ubiquitin-protein ligase CHFR OS=Homo sapiens OX=9606 GN=CHFR PE=1 SV=2	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1.4	1.4	1.4	73.386	664	664	0.0017391	5.9419	0	1.4	0	0	1.4	0	144360	0	0	0	0	144360	0	0	0	0	0	12524	0	0	1	0	0	1	0	2				593	770	True	784	1201;1202	1248;1249	1249	128	389
sp|Q96GV9|MACIR_HUMAN	sp|Q96GV9|MACIR_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q96GV9|MACIR_HUMAN Macrophage immunometabolism regulator OS=Homo sapiens OX=9606 GN=MACIR PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3.9	3.9	3.9	23.083	206	206	1	-2	0	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	+			594	32	True	32	49	51	51	129	88
sp|Q96I24|FUBP3_HUMAN	sp|Q96I24|FUBP3_HUMAN	2	1	1	0		0		0		0		0		0		0		sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2	1	2	1	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	4	2.4	2.4	61.64	572	572	0	6.8442	0	0	0	4	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				595	444;1398	False;True	451;1423	685;686;2139	707;708;2218	707;2218		
sp|Q96L92|SNX27_HUMAN	sp|Q96L92|SNX27_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q96L92|SNX27_HUMAN Sorting nexin-27 OS=Homo sapiens OX=9606 GN=SNX27 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	5.4	5.4	5.4	61.264	541	541	0.0080775	5.8409	0	0	0	0	5.4	0	34325	0	0	0	0	34325	0	0	0	0	0	2977.9	0	0	0	0	0	0	0	0				596	1138	True	1160	1765	1833	1833		
sp|Q96NB1|CEP20_HUMAN	sp|Q96NB1|CEP20_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q96NB1|CEP20_HUMAN Centrosomal protein 20 OS=Homo sapiens OX=9606 GN=CEP20 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4.6	4.6	4.6	19.777	174	174	0.0017065	5.9124	0	0	0	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				597	1080	True	1100	1687	1753	1753	130	1
sp|Q96PE1|AGRA2_HUMAN	sp|Q96PE1|AGRA2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q96PE1|AGRA2_HUMAN Adhesion G protein-coupled receptor A2 OS=Homo sapiens OX=9606 GN=ADGRA2 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.7	0.7	0.7	142.65	1338	1338	1	-2	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	+			598	1093	True	1114	1703	1769	1769	131;132	1;8
