Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mutated peptide count	Mutation names	Mutated peptide count B1	Mutation names B1	Mutated peptide count B2	Mutation names B2	Mutated peptide count B3	Mutation names B3	Mutated peptide count H1	Mutation names H1	Mutated peptide count H2	Mutation names H2	Mutated peptide count H3	Mutation names H3	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides B1	Peptides B2	Peptides B3	Peptides H1	Peptides H2	Peptides H3	Razor + unique peptides B1	Razor + unique peptides B2	Razor + unique peptides B3	Razor + unique peptides H1	Razor + unique peptides H2	Razor + unique peptides H3	Unique peptides B1	Unique peptides B2	Unique peptides B3	Unique peptides H1	Unique peptides H2	Unique peptides H3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type B1	Identification type B2	Identification type B3	Identification type H1	Identification type H2	Identification type H3	Sequence coverage B1 [%]	Sequence coverage B2 [%]	Sequence coverage B3 [%]	Sequence coverage H1 [%]	Sequence coverage H2 [%]	Sequence coverage H3 [%]	Intensity	Intensity B1	Intensity B2	Intensity B3	Intensity H1	Intensity H2	Intensity H3	LFQ intensity B1	LFQ intensity B2	LFQ intensity B3	LFQ intensity H1	LFQ intensity H2	LFQ intensity H3	MS/MS count B1	MS/MS count B2	MS/MS count B3	MS/MS count H1	MS/MS count H2	MS/MS count H3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q15717|ELAV1_HUMAN;sp|Q12926|ELAV2_HUMAN;sp|P26378|ELAV4_HUMAN	sp|Q15717|ELAV1_HUMAN;sp|Q12926|ELAV2_HUMAN;sp|P26378|ELAV4_HUMAN	2;1;1	2;1;1	2;1;1	0		0		0		0		0		0		0		sp|Q15717|ELAV1_HUMAN ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2;sp|Q12926|ELAV2_HUMAN ELAV-like protein 2 OS=Homo sapiens OX=9606 GN=ELAVL2 PE=1 SV=2;sp|P26378|ELAV4_HUMAN ELAV-like protein 4 OS=Homo sapiens OX=9606 GN=ELAVL4 PE=1 SV=	3	2	2	2	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	4.9	4.9	4.9	36.091	326	326;359;385	0	12.209					By MS/MS	By MS/MS	0	0	0	0	4.9	2.8	490850	0	0	0	0	380240	110600	0	0	0	0	20320	0	0	0	0	0	2	1	3				527	76;718	True;True	78;731	154;155;1322	131;132;1153	131;1153		
sp|Q15758|AAAT_HUMAN	sp|Q15758|AAAT_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2.2	2.2	2.2	56.598	541	541	0	7.6044					By MS/MS		0	0	0	0	2.2	0	399800	0	0	0	0	399800	0	0	0	0	0	21365	0	0	0	0	0	1	0	1				528	564	True	574	1035	893	893		
sp|Q15843|NEDD8_HUMAN	sp|Q15843|NEDD8_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	17.3	17.3	17.3	9.0714	81	81	0	7.4415					By MS/MS		0	0	0	0	17.3	0	377680	0	0	0	0	377680	0	0	0	0	0	20183	0	0	0	0	0	1	0	1				529	709	True	722	1308	1138	1138		
sp|Q15942|ZYX_HUMAN	sp|Q15942|ZYX_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1.9	1.9	1.9	61.277	572	572	0	6.0078				By MS/MS	By MS/MS	By MS/MS	0	0	0	1.9	1.9	1.9	690040	0	0	0	284620	327670	77750	0	0	0	0	0	8294.2	0	0	0	1	1	1	3				530	1433	True	1459	2590;2591;2592	2276;2277;2278	2276		
sp|Q16181|SEPT7_HUMAN	sp|Q16181|SEPT7_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	2.7	2.7	2.7	50.679	437	437	0	6.6042				By MS/MS	By MS/MS	By MS/MS	0	0	0	2.7	2.7	2.7	384620	0	0	0	158000	226620	0	0	0	0	0	12110	0	0	0	0	1	1	1	3				531	306	True	312	584;585;586	503;504;505	504		
sp|Q16531|DDB1_HUMAN	sp|Q16531|DDB1_HUMAN	4	4	4	0		0		0		0		0		0		0		sp|Q16531|DDB1_HUMAN DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1	1	4	4	4	0	0	0	1	3	4	0	0	0	1	3	4	0	0	0	1	3	4	3.8	3.8	3.8	126.97	1140	1140	0	26.697				By MS/MS	By MS/MS	By MS/MS	0	0	0	0.9	2.6	3.8	1171700	0	0	0	109780	537360	524510	0	0	0	0	36711	47959	0	0	0	1	1	3	5				532	101;938;1042;1286	True;True;True;True	103;957;1062;1309	202;1740;1741;1742;1938;1939;2343;2344	172;1534;1535;1700;2052	172;1535;1700;2052		
sp|Q16555|DPYL2_HUMAN	sp|Q16555|DPYL2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q16555|DPYL2_HUMAN Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1.7	1.7	1.7	62.293	572	572	0.0017331	5.9318				By MS/MS			0	0	0	1.7	0	0	94535	0	0	0	94535	0	0	0	0	0	9289.5	0	0	0	0	0	1	0	0	1				533	1448	True	1474	2622	2302	2302		
sp|Q16643|DREB_HUMAN	sp|Q16643|DREB_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q16643|DREB_HUMAN Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	2.5	2.5	2.5	71.428	649	649	0	6.1664				By MS/MS	By MS/MS		0	0	0	2.5	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2				534	998	True	1018	1843;1844	1620;1621	1620		
sp|Q16658|FSCN1_HUMAN	sp|Q16658|FSCN1_HUMAN	3	3	3	0		0		0		0		0		0		0		sp|Q16658|FSCN1_HUMAN Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3	1	3	3	3	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	7.1	7.1	7.1	54.529	493	493	0	20.777				By MS/MS	By MS/MS	By MS/MS	0	0	0	5.3	1.8	1.8	1085200	0	0	0	197200	643820	244180	0	0	0	19378	0	0	0	0	0	2	1	1	4				535	1035;1202;1831	True;True;True	1055;1224;1864	1920;2203;2204;3302	1688;1928;1929;2917	1688;1929;2917		
sp|Q16665|HIF1A_HUMAN	sp|Q16665|HIF1A_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q16665|HIF1A_HUMAN Hypoxia-inducible factor 1-alpha OS=Homo sapiens OX=9606 GN=HIF1A PE=1 SV=1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1.3	1.3	1.3	92.669	826	826	1	-2				By matching		By MS/MS	0	0	0	1.3	0	1.3	31635	0	0	0	6818.2	0	24817	0	0	0	0	0	2647.4	0	0	0	0	0	0	0	+			536	1085	True	1106	2007;2008	1759	1759	110	1
sp|Q16799|RTN1_HUMAN	sp|Q16799|RTN1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q16799|RTN1_HUMAN Reticulon-1 OS=Homo sapiens OX=9606 GN=RTN1 PE=1 SV=1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	83.617	776	776	0.0016584	5.886				By MS/MS			0	0	0	1	0	0	140200	0	0	0	140200	0	0	0	0	0	13777	0	0	0	0	0	1	0	0	1				537	1470	True	1496	2659	2336	2336		
sp|Q16878|CDO1_HUMAN	sp|Q16878|CDO1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q16878|CDO1_HUMAN Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	4	4	22.972	200	200	0.0016722	5.8924				By MS/MS			0	0	0	4	0	0	474050	0	0	0	474050	0	0	0	0	0	46583	0	0	0	0	0	1	0	0	1				538	1087	True	1108	2010	1761	1761		
sp|Q16881|TRXR1_HUMAN	sp|Q16881|TRXR1_HUMAN	8	8	8	0		0		0		0		0		0		0		sp|Q16881|TRXR1_HUMAN Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TXNRD1 PE=1 SV=3	1	8	8	8	0	0	0	4	6	2	0	0	0	4	6	2	0	0	0	4	6	2	15.1	15.1	15.1	70.905	649	649	0	69.243				By MS/MS	By MS/MS	By MS/MS	0	0	0	8.8	11.6	4.9	5956300	0	0	0	306450	4207200	1442600	0	0	0	0	199980	178740	0	0	0	4	6	2	12				539	674;682;967;1065;1638;1640;1770;1828	True;True;True;True;True;True;True;True	685;693;986;1085;1666;1668;1800;1861	1223;1224;1240;1241;1795;1979;2950;2952;3184;3185;3186;3295	1056;1057;1072;1073;1578;1733;2602;2604;2816;2817;2818;2913	1056;1073;1578;1733;2602;2604;2817;2913	111	220
sp|Q16891|MIC60_HUMAN	sp|Q16891|MIC60_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q16891|MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1	1	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	2.9	2.9	2.9	83.677	758	758	0	14.168					By MS/MS	By MS/MS	0	0	0	0	1.2	1.7	215850	0	0	0	0	0	215850	0	0	0	0	0	23026	0	0	0	0	1	1	2				540	1006;1776	True;True	1026;1807	1863;3201	1638;2829	1638;2829		
sp|Q32P28|P3H1_HUMAN	sp|Q32P28|P3H1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q32P28|P3H1_HUMAN Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	2	2	2	83.393	736	736	0	7.792				By MS/MS	By MS/MS	By matching	0	0	0	2	2	2	240100	0	0	0	57646	97756	84698	0	0	0	0	0	9035.4	0	0	0	1	1	0	2				541	164	True	167	327;328;329	284;285	284		
sp|Q5H9F3|BCORL_HUMAN	sp|Q5H9F3|BCORL_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q5H9F3|BCORL_HUMAN BCL-6 corepressor-like protein 1 OS=Homo sapiens OX=9606 GN=BCORL1 PE=1 SV=1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.6	0.6	0.6	182.52	1711	1711	0	6.1071			By MS/MS				0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1				542	1296	True	1319	2361	2069	2069		
sp|Q5T2N8|ATD3C_HUMAN;sp|Q9NVI7|ATD3A_HUMAN;sp|Q5T9A4|ATD3B_HUMAN	sp|Q5T2N8|ATD3C_HUMAN;sp|Q9NVI7|ATD3A_HUMAN;sp|Q5T9A4|ATD3B_HUMAN	1;1;1	1;1;1	1;1;1	0		0		0		0		0		0		0		sp|Q5T2N8|ATD3C_HUMAN ATPase family AAA domain-containing protein 3C OS=Homo sapiens OX=9606 GN=ATAD3C PE=2 SV=2;sp|Q9NVI7|ATD3A_HUMAN ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2;sp|Q5T9A4|ATD3B_HUMAN ATPase f	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1.9	1.9	1.9	46.379	411	411;634;648	0.0016639	5.8894						By MS/MS	0	0	0	0	0	1.9	91328	0	0	0	0	0	91328	0	0	0	0	0	9742.6	0	0	0	0	0	1	1				543	773	True	787	1427	1254	1254		
sp|Q5TZA2|CROCC_HUMAN	sp|Q5TZA2|CROCC_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens OX=9606 GN=CROCC PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.4	0.4	0.4	228.52	2017	2017	0.0017762	5.9818					By MS/MS		0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				544	844	True	858	1544	1359	1359		
sp|Q6IBS0|TWF2_HUMAN	sp|Q6IBS0|TWF2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q6IBS0|TWF2_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2.3	2.3	2.3	39.548	349	349	0	6.1122					By MS/MS		0	0	0	0	2.3	0	72104	0	0	0	0	72104	0	0	0	0	0	3853.2	0	0	0	0	0	1	0	1				545	227	True	230	448	386	386		
sp|Q6P2Q9|PRP8_HUMAN	sp|Q6P2Q9|PRP8_HUMAN	3	3	3	0		0		0		0		0		0		0		sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2	1	3	3	3	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	1.2	1.2	1.2	273.6	2335	2335	0	18.109				By MS/MS	By MS/MS	By MS/MS	0	0	0	0.4	0.8	0.3	296950	0	0	0	29475	213910	53560	0	0	0	0	11431	0	0	0	0	1	2	1	4				546	1171;1293;1481	True;True;True	1193;1316;1508	2152;2153;2355;2684	1884;1885;2064;2355	1885;2064;2355		
sp|Q6UWP8|SBSN_HUMAN	sp|Q6UWP8|SBSN_HUMAN	3	3	3	0		0		0		0		0		0		0		sp|Q6UWP8|SBSN_HUMAN Suprabasin OS=Homo sapiens OX=9606 GN=SBSN PE=1 SV=2	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	8.5	8.5	8.5	60.54	590	590	0	18.487				By MS/MS	By MS/MS	By MS/MS	0	0	0	3.1	2.4	3.1	275490	0	0	0	78838	0	196650	0	0	0	0	0	20978	0	0	0	1	1	1	3				547	83;319;1603	True;True;True	85;325;1631	171;615;2892	144;528;2549	144;528;2549		
sp|Q6WKZ4|RFIP1_HUMAN	sp|Q6WKZ4|RFIP1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q6WKZ4|RFIP1_HUMAN Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=3	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	137.17	1283	1283	1	-2				By MS/MS			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	+			548	915	True	934	1697	1497	1497	112;113	1182;1185
sp|Q6ZMZ3|SYNE3_HUMAN	sp|Q6ZMZ3|SYNE3_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q6ZMZ3|SYNE3_HUMAN Nesprin-3 OS=Homo sapiens OX=9606 GN=SYNE3 PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1.4	1.4	1.4	112.22	975	975	0.0033058	5.881				By MS/MS			0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				549	1075	True	1095	1994	1748	1748	114	67
sp|Q6ZRQ5|MMS22_HUMAN	sp|Q6ZRQ5|MMS22_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q6ZRQ5|MMS22_HUMAN Protein MMS22-like OS=Homo sapiens OX=9606 GN=MMS22L PE=1 SV=3	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.8	0.8	0.8	142.32	1243	1243	1	-2					By MS/MS		0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	+			550	1434	True	1460	2593	2279	2279	115;116	458;461
sp|Q71RS6|NCKX5_HUMAN	sp|Q71RS6|NCKX5_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q71RS6|NCKX5_HUMAN Sodium/potassium/calcium exchanger 5 OS=Homo sapiens OX=9606 GN=SLC24A5 PE=1 SV=1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	2.2	2.2	2.2	54.888	500	500	0	6.1943			By MS/MS	By matching			0	0	2.2	2.2	0	0	75074	0	0	66071	9003	0	0	0	0	0	884.68	0	0	0	0	1	0	0	0	1				551	1117	True	1139	2058;2059	1802	1802	117	1
sp|Q7KZF4|SND1_HUMAN	sp|Q7KZF4|SND1_HUMAN	4	4	4	0		0		0		0		0		0		0		sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1	1	4	4	4	0	0	0	3	2	4	0	0	0	3	2	4	0	0	0	3	2	4	4.6	4.6	4.6	102	910	910	0	26.903				By MS/MS	By MS/MS	By MS/MS	0	0	0	3.5	2.5	4.6	1096400	0	0	0	429910	322890	343600	0	0	0	42245	0	0	0	0	0	3	1	4	8				552	688;1240;1411;1452	True;True;True;True	699;1262;1436;1478	1250;1251;2262;2263;2551;2552;2628;2629;2630	1081;1082;1980;1981;2243;2308;2309;2310	1081;1980;2243;2308		
sp|Q7L014|DDX46_HUMAN	sp|Q7L014|DDX46_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q7L014|DDX46_HUMAN Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens OX=9606 GN=DDX46 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.8	0.8	0.8	117.36	1031	1031	0.0016807	5.8929					By MS/MS		0	0	0	0	0.8	0	163480	0	0	0	0	163480	0	0	0	0	0	8736.4	0	0	0	0	0	1	0	1				553	373	True	380	705	606	606		
sp|Q7L1Q6|BZW1_HUMAN	sp|Q7L1Q6|BZW1_HUMAN	2	1	1	0		0		0		0		0		0		0		sp|Q7L1Q6|BZW1_HUMAN Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1	1	2	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	4.1	2.4	2.4	48.043	419	419	0.0017301	5.9318						By MS/MS	0	0	0	0	0	4.1	84228	0	0	0	0	0	84228	0	0	0	0	0	8985.3	0	0	0	0	0	1	1				554	248;783	True;False	253;797	482;1438	420;1266	420;1266		
sp|Q7RTV0|PHF5A_HUMAN	sp|Q7RTV0|PHF5A_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q7RTV0|PHF5A_HUMAN PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	7.3	7.3	7.3	12.405	110	110	0.0016835	5.8929						By MS/MS	0	0	0	0	0	7.3	81337	0	0	0	0	0	81337	0	0	0	0	0	8676.8	0	0	0	0	0	1	1				555	779	True	793	1434	1262	1262		
sp|Q7Z406|MYH14_HUMAN	sp|Q7Z406|MYH14_HUMAN	3	1	1	0		0		0		0		0		0		0		sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2	1	3	1	1	0	0	0	2	3	2	0	0	0	1	1	1	0	0	0	1	1	1	1.6	0.6	0.6	227.87	1995	1995	0	16.984				By MS/MS	By MS/MS	By MS/MS	0	0	0	1.1	1.6	1.1	2209300	0	0	0	1031900	739060	438340	0	0	0	0	0	46761	0	0	0	1	1	1	3				556	197;401;794	False;True;False	200;408;808	391;392;393;756;757;758;1456	340;341;342;648;649;650;1284	340;648;1284		
sp|Q7Z6K1|THAP5_HUMAN	sp|Q7Z6K1|THAP5_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q7Z6K1|THAP5_HUMAN THAP domain-containing protein 5 OS=Homo sapiens OX=9606 GN=THAP5 PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1.8	1.8	1.8	45.416	395	395	0	6.4834				By MS/MS			0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				557	767	True	781	1416	1243	1243		
sp|Q86TU6|CN070_HUMAN	sp|Q86TU6|CN070_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q86TU6|CN070_HUMAN Putative uncharacterized protein encoded by LINC00523 OS=Homo sapiens OX=9606 GN=LINC00523 PE=5 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	11.4	11.4	11.4	12.089	105	105	0.0017575	5.9566					By MS/MS		0	0	0	0	11.4	0	313880	0	0	0	0	313880	0	0	0	0	0	16773	0	0	0	0	0	1	0	1				558	1096	True	1118	2025	1774	1774	118;119	1;10
sp|Q86U44|MTA70_HUMAN	sp|Q86U44|MTA70_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q86U44|MTA70_HUMAN N6-adenosine-methyltransferase catalytic subunit OS=Homo sapiens OX=9606 GN=METTL3 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1.9	1.9	1.9	64.473	580	580	0.004902	5.8607					By MS/MS		0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				559	1371	True	1396	2477	2182	2182		
sp|Q86UP2|KTN1_HUMAN	sp|Q86UP2|KTN1_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.9	0.9	0.9	156.27	1357	1357	0	7.6965				By MS/MS	By MS/MS		0	0	0	0.9	0.9	0	177290	0	0	0	80946	96348	0	0	0	0	0	5148.8	0	0	0	0	1	1	0	2				560	69	True	71	141;142	119;120	120		
sp|Q86V81|THOC4_HUMAN	sp|Q86V81|THOC4_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4.3	4.3	4.3	26.888	257	257	0	7.2777				By MS/MS			0	0	0	4.3	0	0	470890	0	0	0	470890	0	0	0	0	0	46272	0	0	0	0	0	1	0	0	1				561	1408	True	1433	2545	2238	2238		
sp|Q8IVF2|AHNK2_HUMAN	sp|Q8IVF2|AHNK2_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q8IVF2|AHNK2_HUMAN Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2	1	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	5.2	5.2	5.2	616.62	5795	5795	0	11.663					By MS/MS	By MS/MS	0	0	0	0	2.8	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2				562	877;1111	True;True	894;1133	1613;2048	1420;1794	1420;1794		
sp|Q8IW92|GLBL2_HUMAN	sp|Q8IW92|GLBL2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8IW92|GLBL2_HUMAN Beta-galactosidase-1-like protein 2 OS=Homo sapiens OX=9606 GN=GLB1L2 PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1.1	1.1	1.1	72.078	636	636	0.0093023	5.7891						By MS/MS	0	0	0	0	0	1.1	63094	0	0	0	0	0	63094	0	0	0	0	0	6730.7	0	0	0	0	0	1	1				563	1582	True	1610	2856	2520	2520		
sp|Q8IZ52|CHSS2_HUMAN	sp|Q8IZ52|CHSS2_HUMAN	1	1	1	0		0		0		0		0		0		0		sp|Q8IZ52|CHSS2_HUMAN Chondroitin sulfate synthase 2 OS=Homo sapiens OX=9606 GN=CHPF PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.9	0.9	0.9	85.466	775	775	0.004886	5.859				By MS/MS			0	0	0	0.9	0	0	183270	0	0	0	183270	0	0	0	0	0	18009	0	0	0	0	0	1	0	0	1				564	966	True	985	1794	1577	1577		
sp|Q8N8S7|ENAH_HUMAN	sp|Q8N8S7|ENAH_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q8N8S7|ENAH_HUMAN Protein enabled homolog OS=Homo sapiens OX=9606 GN=ENAH PE=1 SV=2	1	2	2	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	3.7	3.7	3.7	66.509	591	591	0	11.901				By MS/MS			0	0	0	3.7	0	0	82707	0	0	0	82707	0	0	0	0	0	8127.2	0	0	0	0	0	2	0	0	2				565	411;1837	True;True	418;1870	773;3314	663;2927	663;2927		
sp|Q8NBS9|TXND5_HUMAN	sp|Q8NBS9|TXND5_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2	1	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	3.9	3.9	3.9	47.628	432	432	0	11.16					By MS/MS		0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2				566	637;1316	True;True	648;1339	1160;2391	1005;2100	1005;2100		
sp|Q8NC51|PAIRB_HUMAN	sp|Q8NC51|PAIRB_HUMAN	2	2	2	0		0		0		0		0		0		0		sp|Q8NC51|PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2	1	2	2	2	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	6.6	6.6	6.6	44.965	408	408	0	11.737				By MS/MS	By MS/MS		0	0	0	3.9	6.6	0	329970	0	0	0	151890	178080	0	0	0	0	0	9516.3	0	0	0	0	1	2	0	3				567	1343;1375	True;True	1367;1400	2428;2484;2485	2134;2187;2188	2134;2188	120	340
